MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
8/18/2019,11:14:18,22,4.08,1,1,Left,1,44,1,3
8/18/2019,11:16:13,22,4.08,1,1,Left,2,45,2,3
8/18/2019,11:19:23,22,4.09,1,1,Left,3,45,3,133
8/18/2019,11:20:03,22,4.08,1,1,Left,4,46,4,1
8/18/2019,11:30:06,22,4.07,1,1,Left,5,49,5,2
8/18/2019,12:34:39,22,4.05,1,1,Left,6,58,6,1
8/18/2019,13:10:05,22,4.04,29,1,Left,7,59,7,25
8/18/2019,13:14:41,22,4.04,20,1,Left,8,59,8,44
8/18/2019,16:42:35,22,3.98,1624,1,Left,14,64,9,2
8/18/2019,16:51:50,22,3.97,123,1,Left,16,64,10,2
8/18/2019,18:44:06,22,3.93,1900,1,Left,18,65,11,2
8/18/2019,18:49:05,22,3.93,1,1,Left,19,65,12,12
